name	artist_uri	artist_image	artist_url	artist_popularity	avg_related_artist_pop	followers	genres	num_genres
Kelela	spotify:artist:1U0sIzpRtDkvu1hXXzxh60	https://i.scdn.co/image/ab6761610000e5eb009653688cad451cd7d080e6	https://open.spotify.com/artist/1U0sIzpRtDkvu1hXXzxh60	46	49.0	272432	['afrofuturism', 'alternative r&b', 'art pop', 'electropop', 'escape room', 'experimental r&b', 'indie soul', 'pop', 'r&b']	9
Branchez	spotify:artist:4T5kpUiQUVJhuf9YT28qlf	https://i.scdn.co/image/ab6761610000e5ebd4990021e89e450bc87a6ddd	https://open.spotify.com/artist/4T5kpUiQUVJhuf9YT28qlf	46	53.95	15541	['electronic trap']	1
Skrillex	spotify:artist:5he5w2lnU9x7JFhnwcekXX	https://i.scdn.co/image/ab6761610000e5eb3b4b7eaaf58759b58626de37	https://open.spotify.com/artist/5he5w2lnU9x7JFhnwcekXX	75	52.45	8018942	['brostep', 'complextro', 'edm', 'electro']	4
Macklemore	spotify:artist:3JhNCzhSMTxs9WLGJJxWOY	https://i.scdn.co/image/ab6761610000e5eb57df9bb5680b96f5b4811fc2	https://open.spotify.com/artist/3JhNCzhSMTxs9WLGJJxWOY	75	53.4	1876451	['pop rap', 'seattle hip hop']	2
Charli XCX	spotify:artist:25uiPmTg16RbhZWAqwLBy5	https://i.scdn.co/image/ab6761610000e5eb576cb43281160e345f728b71	https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5	76	55.6	2643242	['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']	7
Louis Tomlinson	spotify:artist:57WHJIHrjOE3iAxpihhMnp	https://i.scdn.co/image/ab6761610000e5eb926f5a032b7d7ac4700a0bc0	https://open.spotify.com/artist/57WHJIHrjOE3iAxpihhMnp	66	70.35	6189891	['pop', 'post-teen pop']	2
Thomas Rhett	spotify:artist:6x2LnllRG5uGarZMsD4iO8	https://i.scdn.co/image/ab6761610000e5ebfabe24b83a375fa379244b89	https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8	74	63.8	4145092	['contemporary country', 'country', 'country road', 'modern country rock']	4
Cardi B	spotify:artist:4kYSro6naA4h99UJvo89HB	https://i.scdn.co/image/ab6761610000e5eba3de342056c0e1284cbc109d	https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB	80	66.25	20333907	['dance pop', 'pop', 'pop rap', 'rap']	4
Kesha	spotify:artist:6LqNN22kT3074XbTVUrhzX	https://i.scdn.co/image/ab6761610000e5ebf271138f95fbe8188d909d50	https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX	76	67.15	7314885	['dance pop', 'electropop', 'pop', 'post-teen pop']	4
Huntar	spotify:artist:2woivlckW1wdml7zq1WW6e	https://i.scdn.co/image/ab6761610000e5eb1dde435f41c401adcb9d04ed	https://open.spotify.com/artist/2woivlckW1wdml7zq1WW6e	33	42.3	19013	['uk pop']	1
Ghosted	spotify:artist:3TOyRHj6rptXMN5F97Fpuq	https://i.scdn.co/image/ab67616d0000b27319c888fe1e7a379e63bd771e	https://open.spotify.com/artist/3TOyRHj6rptXMN5F97Fpuq	31	50.6	12666	['pop edm']	1
The Killers	spotify:artist:0C0XlULifJtAgn6ZNCW2eu	https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a	https://open.spotify.com/artist/0C0XlULifJtAgn6ZNCW2eu	76	62.4	6571388	['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']	5
Purity Ring	spotify:artist:1TtJ8j22Roc24e2Jx3OcU4	https://i.scdn.co/image/ab6761610000e5eb20b70f0282438da42748264c	https://open.spotify.com/artist/1TtJ8j22Roc24e2Jx3OcU4	54	49.05	568834	['art pop', 'canadian electropop', 'chillwave', 'dark pop', 'dream pop', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']	11
Elohim	spotify:artist:6wKxOKEA3K6R2UZ3COLXEY	https://i.scdn.co/image/ab6761610000e5ebb61b6a1bda4c0448c332a448	https://open.spotify.com/artist/6wKxOKEA3K6R2UZ3COLXEY	54	49.55	165732	['alt z', 'edm', 'electropop', 'future bass', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'vapor soul', 'vapor twitch']	10
Jessie Ware	spotify:artist:5Mq7iqCWBzofK39FBqblNc	https://i.scdn.co/image/ab6761610000e5eb4eb636152895a4437f6e83b4	https://open.spotify.com/artist/5Mq7iqCWBzofK39FBqblNc	60	54.5	663435	['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house']	8
joan	spotify:artist:3HXLY1sNXIxHfulrjPiRf5	https://i.scdn.co/image/ab6761610000e5eb1d3b7870ea31e498926a6416	https://open.spotify.com/artist/3HXLY1sNXIxHfulrjPiRf5	52	49.5	155271	['chill r&b', 'electropop', 'indie poptimism', 'indietronica', 'little rock indie', 'pop']	6
J Balvin	spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5	https://i.scdn.co/image/ab6761610000e5eb5d0fc400392250a750a9403e	https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5	87	74.1	34385292	['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']	4
Dimitri Vegas & Like Mike	spotify:artist:73jBynjsVtofjRpdpRAJGk	https://i.scdn.co/image/ab6761610000e5eb02ccfd8ad7d5a445fb1766bc	https://open.spotify.com/artist/73jBynjsVtofjRpdpRAJGk	69	58.9	3234290	['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']	9
BØRNS	spotify:artist:1KP6TWI40m7p3QBTU6u2xo	https://i.scdn.co/image/ab6761610000e5eb6308e79c621076395807b455	https://open.spotify.com/artist/1KP6TWI40m7p3QBTU6u2xo	67	59.05	1093389	['modern alternative rock', 'modern rock', 'pop']	3
Davido	spotify:artist:0Y3agQaa6g2r0YmHPOO9rh	https://i.scdn.co/image/ab6761610000e5eb19947aac2283d92cae699753	https://open.spotify.com/artist/0Y3agQaa6g2r0YmHPOO9rh	67	56.95	1565450	['afropop', 'ghanaian hip hop', 'nigerian pop']	3
alt-J	spotify:artist:3XHO7cRUPCLOr6jwp8vsx5	https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b	https://open.spotify.com/artist/3XHO7cRUPCLOr6jwp8vsx5	69	57.7	3055936	['indie rock']	1
The Japanese House	spotify:artist:3IunaFjvNKj98JW89JYv9u	https://i.scdn.co/image/ab6761610000e5eb4b49c7b787cef1455d5943b4	https://open.spotify.com/artist/3IunaFjvNKj98JW89JYv9u	57	53.05	530643	['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern dream pop', 'vapor soul']	6
Tay-K	spotify:artist:2ODbg2404zUzTi02qIPEjB	https://i.scdn.co/image/ab6761610000e5eb51563869e6c481a80c117878	https://open.spotify.com/artist/2ODbg2404zUzTi02qIPEjB	65	58.15	2886389	['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap']	5
blackbear	spotify:artist:2cFrymmkijnjDg9SS92EPM	https://i.scdn.co/image/ab6761610000e5eb4f7d049994ac00ed885bfbf2	https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM	80	63.7	4732515	['electropop', 'pop', 'pop rap']	3
Portugal. The Man	spotify:artist:4kI8Ie27vjvonwaB2ePh8T	https://i.scdn.co/image/ab6761610000e5eb6f851a3bf42183505dadb791	https://open.spotify.com/artist/4kI8Ie27vjvonwaB2ePh8T	64	55.15	1325758	['indie rock', 'modern alternative rock', 'modern rock', 'rock']	4
Aminé	spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ	https://i.scdn.co/image/ab6761610000e5eb1f98760ed5b47b21eaf56e8f	https://open.spotify.com/artist/3Gm5F95VdRxW3mqCn8RPBJ	69	59.3	1796472	['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']	5
Tyler, The Creator	spotify:artist:4V8LLVI7PbaPR0K2TGSxFF	https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada	https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF	84	65.2	9067976	['hip hop', 'rap']	2
Demi Lovato	spotify:artist:6S2OmqARrzebs0tKUEyXyp	https://i.scdn.co/image/ab6761610000e5eb6659b1cb61936bd7bcb229a2	https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp	79	68.3	22690986	['dance pop', 'pop', 'post-teen pop']	3
Snakehips	spotify:artist:2FwJwEswyIUAljqgjNSHgP	https://i.scdn.co/image/ab6761610000e5eb12bd7984386988c8707425a9	https://open.spotify.com/artist/2FwJwEswyIUAljqgjNSHgP	62	55.95	342637	['edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']	6
Zach Witness	spotify:artist:0u6h31HopxUAum6iOTVL17	https://i.scdn.co/image/ab6761610000e5ebc9eeed5f6cfd58f191f751b5	https://open.spotify.com/artist/0u6h31HopxUAum6iOTVL17	34	19.2	1218	[]	0
Sabrina Claudio	spotify:artist:30DhU7BDmF4PH0JVhu8ZRg	https://i.scdn.co/image/ab6761610000e5eb4ed63962edc0f1817bc349fb	https://open.spotify.com/artist/30DhU7BDmF4PH0JVhu8ZRg	63	60.45	1378528	['alternative r&b', 'pop', 'r&b']	3
Julia Michaels	spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m	https://i.scdn.co/image/ab6761610000e5eb9c3cf97e7f1fb6555d5208b7	https://open.spotify.com/artist/0ZED1XzwlLHW4ZaG4lOT6m	74	64.25	4457804	['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']	5
James TW	spotify:artist:0B3N0ZINFWvizfa8bKiz4v	https://i.scdn.co/image/ab6761610000e5eb3c0a1c0a096b40ff63de4dc0	https://open.spotify.com/artist/0B3N0ZINFWvizfa8bKiz4v	65	60.3	1134378	['neo mellow', 'pop', 'pop rock', 'uk pop']	4
Gryffin	spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh	https://i.scdn.co/image/ab6761610000e5ebea6cef55c7ca2786a00352eb	https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh	70	59.55	825798	['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']	5
The Ivy	spotify:artist:6rwEDzogsmiJGMjUsGn8vn	https://i.scdn.co/image/ab6761610000e5eb3081593e232699b29534f4e2	https://open.spotify.com/artist/6rwEDzogsmiJGMjUsGn8vn	40	31.95	31404	['hopebeat', 'indie electropop', 'indie poptimism']	3
NexXthursday	spotify:artist:07Y8trtAhW1FFUPqZYTosy	https://i.scdn.co/image/ab6761610000e5eb72513d5649e1274a88755d1e	https://open.spotify.com/artist/07Y8trtAhW1FFUPqZYTosy	33	46.85	12456	['nyc rap']	1
KWAYE	spotify:artist:5dIssYf7lu8wufkQywN9WJ	https://i.scdn.co/image/ab6761610000e5eb44b28fd3cf94904e2169d112	https://open.spotify.com/artist/5dIssYf7lu8wufkQywN9WJ	36	50.35	58475	['uk contemporary r&b']	1
Dave East	spotify:artist:7e10JUMF7MJmmwYpnTSMI5	https://i.scdn.co/image/ab6761610000e5ebc3cba5c7281e3c3682f97ea4	https://open.spotify.com/artist/7e10JUMF7MJmmwYpnTSMI5	61	53.85	602864	['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']	9
dubé	spotify:artist:7fGnlBIl3QRiSb75Vy2G32	https://i.scdn.co/image/ab6761610000e5eb7ee524d3a21cda3f1a4785e5	https://open.spotify.com/artist/7fGnlBIl3QRiSb75Vy2G32	0	15.5	49	['ottawa indie']	1
NEEDTOBREATHE	spotify:artist:610EjgFatGvVPtib97jQ8G	https://i.scdn.co/image/ab6761610000e5eb3f36dbd1d7a7228f210e7de9	https://open.spotify.com/artist/610EjgFatGvVPtib97jQ8G	63	51.25	741171	['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'worship']	8
Dua Lipa	spotify:artist:6M2wZ9GZgrQXHCFfjv46we	https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858	https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we	89	74.9	34777621	['dance pop', 'pop', 'uk pop']	3
Future	spotify:artist:1RyvyyTE3xzB2ZywiAwp0i	https://i.scdn.co/image/ab6761610000e5eb24e41f491b129093a6fee383	https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i	88	75.45	11759756	['atl hip hop', 'rap', 'southern hip hop', 'trap']	4
21 Savage	spotify:artist:1URnnhqYAYcrqrcwql10ft	https://i.scdn.co/image/ab6761610000e5ebe01decbaa565f3feaaade6a9	https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft	85	72.55	11380182	['atl hip hop', 'rap', 'trap']	3
Felipe Peláez	spotify:artist:6dexNK5MjEL8UvmA5MjSgg	https://i.scdn.co/image/ab6761610000e5ebbc5af9dec3d59aba54b468fa	https://open.spotify.com/artist/6dexNK5MjEL8UvmA5MjSgg	56	49.15	1062078	['colombian pop', 'latin', 'latin pop', 'musica popular colombiana', 'tropical', 'vallenato', 'vallenato moderno']	7
Carlos Vives	spotify:artist:4vhNDa5ycK0ST968ek7kRr	https://i.scdn.co/image/ab6761610000e5eb66c1b8fad87dc59892458036	https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr	73	55.8	5323468	['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']	6
Arcade Fire	spotify:artist:3kjuyTCjPG1WMFCiyc5IuB	https://i.scdn.co/image/ab6761610000e5eba044e15eee771205956dcbf8	https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB	67	53.1	2107842	['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']	8
Aybner	spotify:artist:4AStKJRM6DqXSdst3ENHJA	https://i.scdn.co/image/ab6761610000e5eb7ceaaa0f502bbd04b0d088fc	https://open.spotify.com/artist/4AStKJRM6DqXSdst3ENHJA	15	31.05	882	['aussietronica']	1
Capital Kings	spotify:artist:3lTIrl4h1Vov8fDaNqXUof	https://i.scdn.co/image/ab6761610000e5eba8b983b342eeadb1071b9f27	https://open.spotify.com/artist/3lTIrl4h1Vov8fDaNqXUof	46	40.9	193543	['ccm', 'cedm', 'christian dance', 'christian hip hop', 'christian music', 'christian pop']	6
Diddy	spotify:artist:59wfkuBoNyhDMQGCljbUbA	https://i.scdn.co/image/ab6761610000e5ebfd141af2a7b8aa98ceeb4565	https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA	71	60.3	1324165	['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']	6
Bhad Bhabie	spotify:artist:7DuTB6wdzqFJGFLSH17k8e	https://i.scdn.co/image/ab6761610000e5eb32f6eec95752845078cbf24e	https://open.spotify.com/artist/7DuTB6wdzqFJGFLSH17k8e	59	53.9	3045794	['pop', 'pop rap', 'social media pop', 'trap queen', 'viral rap']	5
Taylor Swift	spotify:artist:06HL4z0CvFAxyc27GXpf02	https://i.scdn.co/image/ab6761610000e5eb9e3acf1eaf3b8846e836f441	https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02	92	75.95	54942251	['pop']	1
In Real Life	spotify:artist:09fEeGYqb3MUeV1c9BJgDI	https://i.scdn.co/image/ab6761610000e5ebbce8f3cdd05aadb80090e298	https://open.spotify.com/artist/09fEeGYqb3MUeV1c9BJgDI	34	48.8	243494	['social media pop', 'teen pop']	2
Glenn Travis	spotify:artist:1G70DDG3s5yYneeU3rgdUk	https://i.scdn.co/image/ab6761610000e5eb9a0138b25dddc03e83e9af90	https://open.spotify.com/artist/1G70DDG3s5yYneeU3rgdUk	40	35.6	49683	[]	0
Miguel	spotify:artist:360IAlyVv4PCEVjgyMZrxK	https://i.scdn.co/image/ab6761610000e5eb02eeb5305fa7bdd9ddca42fc	https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK	76	64.65	4075489	['dance pop', 'pop', 'r&b', 'urban contemporary']	4
London On Da Track	spotify:artist:5Nf5yishRW9Ye174sJISkg	https://i.scdn.co/image/ab6761610000e5eb050d1d2e4199597f3dbaf577	https://open.spotify.com/artist/5Nf5yishRW9Ye174sJISkg	53	57.0	60039	['atl hip hop']	1
Daniel Caesar	spotify:artist:20wkVLutqVOYrc0kxFs7rA	https://i.scdn.co/image/ab6761610000e5ebbd09edfd2babfc9fd2ba748e	https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA	76	60.25	3322538	['canadian contemporary r&b', 'pop', 'r&b']	3
Quality Control	spotify:artist:6i392l38cR3uBPF0DbNs7S	https://i.scdn.co/image/ab67616d0000b273f5c547a4335523f10a802f94	https://open.spotify.com/artist/6i392l38cR3uBPF0DbNs7S	64	62.4	1032784	['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']	6
XXXTENTACION	spotify:artist:15UsOTVnJzReFVN1VCnxy4	https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4	https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4	87	70.35	37190675	['emo rap', 'miami hip hop']	2
Marshmello	spotify:artist:64KEffDW9EtZ1y2vBYgq8T	https://i.scdn.co/image/ab6761610000e5eba91af711541f8807ed7f0676	https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T	81	67.9	33846320	['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']	6
Lil Uzi Vert	spotify:artist:4O15NlyKLIASxsJ0PrXPfz	https://i.scdn.co/image/ab6761610000e5eb879835ea4e3a0f0b8cf1c7b4	https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz	84	71.15	13493564	['melodic rap', 'philly rap', 'rap', 'trap']	4
Wu-Tang Clan	spotify:artist:34EP7KEpOjXcM2TCat1ISk	https://i.scdn.co/image/ab6761610000e5ebe60866298962b71792b2bf1a	https://open.spotify.com/artist/34EP7KEpOjXcM2TCat1ISk	66	58.25	2422060	['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']	5
Jeffrey East	spotify:artist:3f8yNgA4o9YVIq87Kv0O0S	https://i.scdn.co/image/ab6761610000e5ebeb625601b09750b27921c929	https://open.spotify.com/artist/3f8yNgA4o9YVIq87Kv0O0S	37	42.95	5524	['nashville singer-songwriter']	1
Thirty Seconds To Mars	spotify:artist:0RqtSIYZmd4fiBKVFqyIqD	https://i.scdn.co/image/ab6761610000e5eb9cd2312e93fba5ce64ce55e1	https://open.spotify.com/artist/0RqtSIYZmd4fiBKVFqyIqD	65	None	3247331	['modern rock', 'post-grunge', 'rock']	3
Friyie	spotify:artist:3eXSznGfQxOSL8TGWUiV08	https://i.scdn.co/image/ab6761610000e5eb0facf3349f44ad421c4349b1	https://open.spotify.com/artist/3eXSznGfQxOSL8TGWUiV08	36	30.25	11699	['canadian hip hop']	1
Blanca	spotify:artist:0GMSpOzEVXA4kboHiyvddO	https://i.scdn.co/image/ab6761610000e5eb185e9e26944e95d5e2fd1a39	https://open.spotify.com/artist/0GMSpOzEVXA4kboHiyvddO	45	37.2	70198	['anthem worship', 'ccm', 'christian pop']	3
Camila Cabello	spotify:artist:4nDoRrQiYLoBzwC5BhVJzF	https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13	https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF	83	71.9	27186508	['dance pop', 'pop', 'post-teen pop']	3
BROCKHAMPTON	spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA	https://i.scdn.co/image/ab6761610000e5ebdc3c21f68fa721ebcf439dae	https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA	68	59.95	2000652	['boy band', 'hip hop', 'rap']	3
Jamila Woods	spotify:artist:4UodukR17NIQfNu5uaqm9B	https://i.scdn.co/image/ab6761610000e5ebc4c176586aca65697bdb79ff	https://open.spotify.com/artist/4UodukR17NIQfNu5uaqm9B	50	49.5	186863	['afrofuturism', 'alternative r&b', 'escape room', 'indie soul']	4
Jorja Smith	spotify:artist:1CoZyIx7UvdxT5c8UkMzHd	https://i.scdn.co/image/ab6761610000e5eb98ed49090b6c6d814ccb0709	https://open.spotify.com/artist/1CoZyIx7UvdxT5c8UkMzHd	70	60.55	2791763	['alternative r&b', 'pop', 'r&b', 'uk contemporary r&b']	4
Steve Angello	spotify:artist:4FqPRilb0Ja0TKG3RS3y4s	https://i.scdn.co/image/ab6761610000e5eb35317a694c84b2b908b3ba75	https://open.spotify.com/artist/4FqPRilb0Ja0TKG3RS3y4s	56	52.2	568492	['disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']	7
Bebe Rexha	spotify:artist:64M6ah0SkkRsnPGtGiRAbb	https://i.scdn.co/image/ab6761610000e5ebabfac786f093c4da55c99d4e	https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb	76	71.1	7364421	['dance pop', 'electropop', 'pop', 'post-teen pop']	4
Quinn XCII	spotify:artist:3ApUX1o6oSz321MMECyIYd	https://i.scdn.co/image/ab6761610000e5ebc5bf602162d30b7133cfe96a	https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd	67	58.25	704908	['electropop', 'indie pop rap', 'pop', 'pop rap']	4
Hannah Ellis	spotify:artist:6jHWWttC33OQdEDnUXtYrq	https://i.scdn.co/image/ab6761610000e5eb402d6ae084c7ecf56ff5b8da	https://open.spotify.com/artist/6jHWWttC33OQdEDnUXtYrq	41	37.55	20648	['contemporary country', 'country pop']	2
Queens of the Stone Age	spotify:artist:4pejUc4iciQfgdX6OKulQn	https://i.scdn.co/image/ab6761610000e5ebc194721f2ca5433bc78b0e74	https://open.spotify.com/artist/4pejUc4iciQfgdX6OKulQn	67	50.0	3013973	['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']	9
Beck	spotify:artist:3vbKDsSS70ZX9D2OcvbZmS	https://i.scdn.co/image/ab6761610000e5eb917df61d55ce3ab98d43351a	https://open.spotify.com/artist/3vbKDsSS70ZX9D2OcvbZmS	64	53.75	1348909	['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']	6
A$AP Ferg	spotify:artist:5dHt1vcEm9qb8fCyLcB3HL	https://i.scdn.co/image/ab6761610000e5ebf1122f644f19ba22750d2bd8	https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL	71	65.55	3364328	['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']	7
Gucci Mane	spotify:artist:13y7CgLHjMVRMDqxdx0Xdo	https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428	https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo	77	61.5	4384842	['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']	8
CNCO	spotify:artist:0eecdvMrqBftK0M1VKhaF4	https://i.scdn.co/image/ab6761610000e5ebae9279fc395fec19f47872d3	https://open.spotify.com/artist/0eecdvMrqBftK0M1VKhaF4	69	67.8	8935330	['boy band', 'latin', 'latin pop', 'reggaeton']	4
deadmau5	spotify:artist:2CIMQHirSU0MQqyYHq0eOx	https://i.scdn.co/image/ab6761610000e5ebc5ceb05f152103b2b70d3b07	https://open.spotify.com/artist/2CIMQHirSU0MQqyYHq0eOx	66	50.35	2728863	['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']	5
Natti Natasha	spotify:artist:1GDbiv3spRmZ1XdM1jQbT7	https://i.scdn.co/image/ab6761610000e5eb34149919c8ccd138a6c02cf8	https://open.spotify.com/artist/1GDbiv3spRmZ1XdM1jQbT7	75	71.85	7984663	['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']	5
Justin Bieber	spotify:artist:1uNFoZAHBGtllmzznpCI3s	https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36	https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s	90	73.2	62575886	['canadian pop', 'pop']	2
Kodak Black	spotify:artist:46SHBwWsqBkxI7EeeBEQG7	https://i.scdn.co/image/ab6761610000e5eb4bd22c1711d22aa647a61097	https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7	80	71.4	8266540	['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']	6
Aly & AJ	spotify:artist:5wugb0kaq0J6nyQ5Xgd17i	https://i.scdn.co/image/ab6761610000e5ebe11496afea5d159f0252e7f2	https://open.spotify.com/artist/5wugb0kaq0J6nyQ5Xgd17i	60	52.5	582891	['dance pop', 'electropop', 'girl group', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']	7
Logic	spotify:artist:4xRYI6VqpkE3UwrDrAZL8L	https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367	https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L	78	63.4	5746255	['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']	5
Rod Stewart	spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT	https://i.scdn.co/image/ab6761610000e5eb1d3e6633d1da408fc103a9ec	https://open.spotify.com/artist/2y8Jo9CKhJvtfeKOsYzRdT	71	60.4	3608909	['mellow gold', 'soft rock']	2
Luke Bryan	spotify:artist:0BvkDsjIUla7X0k6CSWh1I	https://i.scdn.co/image/ab6761610000e5eb0a0118141480bfeab409f764	https://open.spotify.com/artist/0BvkDsjIUla7X0k6CSWh1I	75	65.85	7410220	['contemporary country', 'country', 'country road']	3
Astrid S	spotify:artist:3AVfmawzu83sp94QW7CEGm	https://i.scdn.co/image/ab6761610000e5ebdda6f23f364765044ee1c62a	https://open.spotify.com/artist/3AVfmawzu83sp94QW7CEGm	66	57.15	1199061	['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']	7
Still Woozy	spotify:artist:4iMO20EPodreIaEl8qW66y	https://i.scdn.co/image/ab6761610000e5eb213487aac43637b03baf9db8	https://open.spotify.com/artist/4iMO20EPodreIaEl8qW66y	67	54.1	826956	['bedroom pop', 'oakland indie']	2
Reddish Blu	spotify:artist:08na537t5Rk9KLtbKAGQEI	https://i.scdn.co/image/ab6761610000e5eb330de2fd7628bde7b926f9de	https://open.spotify.com/artist/08na537t5Rk9KLtbKAGQEI	23	41.0	5567	[]	0
Theory of a Deadman	spotify:artist:74eX4C98E4FCrAMl39qRsJ	https://i.scdn.co/image/ab6761610000e5eb7280f9217928e343c64a99f1	https://open.spotify.com/artist/74eX4C98E4FCrAMl39qRsJ	63	57.95	1812956	['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rap rock']	6
VIC MENSA	spotify:artist:27w1NoOLMX7tJMYqcetPyG	https://i.scdn.co/image/ab6761610000e5eb3838a1b0ee0c6ccf11834de7	https://open.spotify.com/artist/27w1NoOLMX7tJMYqcetPyG	62	52.55	586308	['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']	7
P!nk	spotify:artist:1KCSPY1glIKqW2TotWuXOR	https://i.scdn.co/image/ab6761610000e5eb6ec3754d5db2e333b9434c75	https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR	78	66.0	13306012	['dance pop', 'pop']	2
